"Order_ID","Order_Date","Order_Quantity","Sales","Profit","Unit_Price","Customer_Segment","Product_Category","Region"
21350,2016-02-24,30,278.94,-143.7,9.06,"Corporate","Office Supplies","Region 2"
21572,2014-02-13,42,8549.04,2861.01,194.3,"Home Office","Furniture","Region 2"
21671,2015-06-15,15,670.94,87.51,45.19,"Consumer","Technology","Region 2"
22657,2016-10-28,36,9544.18,3392.88,256.99,"Corporate","Technology","Region 2"
22657,2016-10-28,8,32.92,-7.73,3.95,"Corporate","Office Supplies","Region 2"
23207,2015-10-22,11,336.91,42.5,30.98,"Corporate","Office Supplies","Region 2"
23940,2016-04-07,20,138.52,-895.24,4.48,"Home Office","Office Supplies","Region 2"
23940,2016-04-07,11,1735.59,-506.43,150.89,"Home Office","Furniture","Region 2"
24580,2017-06-23,25,1081.22,130.8,43.98,"Corporate","Office Supplies","Region 2"
24580,2017-06-23,14,36.41,-31.45,2.23,"Corporate","Furniture","Region 2"
24833,2015-07-16,45,5205.83,-818.77,124.49,"Small Business","Furniture","Region 2"
24933,2014-07-26,32,3416.38,-1142.2,100.98,"Consumer","Furniture","Region 2"
24933,2014-07-26,14,142.81,39.64,10.14,"Consumer","Office Supplies","Region 2"
25031,2014-08-23,24,4636.62,-318.45,209.37,"Consumer","Furniture","Region 2"
25031,2014-08-23,20,100.11,-41.7,4.98,"Consumer","Office Supplies","Region 2"
25635,2017-05-29,14,633.08,145.48,42.98,"Corporate","Office Supplies","Region 2"
25635,2017-05-29,22,110.42,-36.6,5.08,"Corporate","Furniture","Region 2"
25830,2015-05-06,5,25.34,-21.29,4.06,"Consumer","Office Supplies","Region 2"
25830,2015-05-06,11,178.57,-37.39,15.28,"Consumer","Office Supplies","Region 2"
26342,2014-10-18,24,265.35,-128.69,9.99,"Home Office","Office Supplies","Region 2"
26342,2014-10-18,41,1993.94,931.7,48.04,"Home Office","Office Supplies","Region 2"
26342,2014-10-18,3,24.73,-10.77,6.68,"Home Office","Office Supplies","Region 2"
26368,2015-07-15,25,1809.0125,795.05,85.99,"Corporate","Technology","Region 2"
26372,2014-07-12,1,31.96,-74.64,29.89,"Corporate","Technology","Region 2"
26756,2017-05-10,25,767.26,-29.56,30.97,"Home Office","Technology","Region 2"
26756,2017-05-10,40,253.89,-103.77,6.48,"Home Office","Office Supplies","Region 2"
26756,2017-05-10,20,127.9,-80.41,6.48,"Home Office","Office Supplies","Region 2"
26851,2016-07-23,44,73.64,-58.87,1.7,"Corporate","Technology","Region 2"
26981,2017-08-30,13,603.347,142.98,55.99,"Home Office","Technology","Region 2"
26981,2017-08-30,44,770.53,30.17,16.91,"Home Office","Office Supplies","Region 2"
27298,2016-11-18,40,7813.7,2154.33,199.99,"Small Business","Technology","Region 2"
27298,2016-11-18,31,164.92,-54.36,4.98,"Small Business","Office Supplies","Region 2"
27330,2014-09-16,8,507.74,-118.54,55.5,"Home Office","Furniture","Region 2"
27330,2014-09-16,30,12600.99,2963.48,442.14,"Home Office","Technology","Region 2"
27781,2016-09-14,47,181.13,-11.39,3.69,"Small Business","Office Supplies","Region 2"
28225,2014-01-22,9,206.04,-49.81,20.28,"Corporate","Furniture","Region 2"
28389,2014-11-03,22,668.39,344.61,30.93,"Home Office","Furniture","Region 2"
28389,2014-11-03,16,4657.35,322.66,297.48,"Home Office","Technology","Region 2"
28389,2014-11-03,7,2097.94,-404.05,296.18,"Home Office","Furniture","Region 2"
28898,2016-05-27,44,246,-207.36,5.78,"Corporate","Office Supplies","Region 2"
29185,2015-01-20,8,468.49,-6.37,56.96,"Corporate","Office Supplies","Region 2"
29185,2015-01-20,48,446.53,-261.45,8.37,"Corporate","Furniture","Region 2"
29185,2015-01-20,5,217.85,-25.31,40.99,"Corporate","Office Supplies","Region 2"
29408,2015-05-02,44,4260.73,251.58,119.99,"Home Office","Technology","Region 2"
29985,2017-07-11,22,196.75,0.13,7.96,"Corporate","Furniture","Region 2"
29986,2016-07-02,40,1477.39,641.4,37.7,"Corporate","Office Supplies","Region 2"
30147,2017-06-17,37,740.14,29.73,19.98,"Consumer","Furniture","Region 2"
30149,2015-12-12,8,16.47,-6.82,2.08,"Corporate","Office Supplies","Region 2"
30149,2015-12-12,5,173.62,-88.64,33.94,"Corporate","Furniture","Region 2"
30149,2015-12-12,50,690.97,-16.94,13.79,"Corporate","Furniture","Region 2"
30310,2017-04-26,21,2024.0285,4.9,125.99,"Consumer","Technology","Region 2"
31426,2014-08-05,40,4054.058,914.19,125.99,"Home Office","Technology","Region 2"
31874,2017-09-15,29,321.95,20.76,10.98,"Corporate","Office Supplies","Region 2"
31874,2017-09-15,39,13244.04,275.93,348.21,"Corporate","Furniture","Region 2"
31938,2016-07-26,13,1193.62,-304.47,89.99,"Consumer","Furniture","Region 2"
31938,2016-07-26,47,363.23,40.58,7.59,"Consumer","Furniture","Region 2"
32582,2014-06-25,27,2780.88,595.38,105.34,"Consumer","Furniture","Region 2"
32611,2014-08-27,16,33.76,-7.15,2.08,"Corporate","Office Supplies","Region 2"
32611,2014-08-27,19,3537.39,232.78,180.98,"Corporate","Furniture","Region 2"
32611,2014-08-27,18,986.24,68.9,53.98,"Corporate","Technology","Region 2"
32611,2014-08-27,15,81.66,-31.99,4.98,"Corporate","Office Supplies","Region 2"
33284,2017-03-31,21,480.39,144.66,22.23,"Corporate","Furniture","Region 2"
33287,2016-04-21,44,11904.55,3909.33,270.97,"Small Business","Technology","Region 2"
33732,2014-08-28,33,332.95,-28.16,9.65,"Corporate","Furniture","Region 2"
34435,2014-08-05,42,447.36,40.92,10.48,"Consumer","Office Supplies","Region 2"
34852,2017-09-05,26,53.93,-10.95,2.08,"Corporate","Office Supplies","Region 2"
35649,2016-10-08,9,43.26,3.9,4.82,"Consumer","Office Supplies","Region 2"
35649,2016-10-08,25,174.03,-42.37,6.48,"Consumer","Office Supplies","Region 2"
36480,2015-08-22,44,1190.8,502.49,28.53,"Corporate","Office Supplies","Region 2"
36803,2017-08-04,42,121.65,30.76,2.88,"Corporate","Office Supplies","Region 2"
36803,2017-08-04,2,19.02,10.73,2.08,"Corporate","Furniture","Region 2"
36803,2017-08-04,2,103.105,-316.32,65.99,"Corporate","Technology","Region 2"
36805,2015-12-14,7,263.8,165.33,34.23,"Corporate","Furniture","Region 2"
36805,2015-12-14,28,1546.3965,226.72,65.99,"Corporate","Technology","Region 2"
36834,2014-12-24,11,1935.1,-42.96,170.98,"Corporate","Furniture","Region 2"
37410,2015-10-12,45,18775.76,8504.47,400.97,"Corporate","Technology","Region 2"
37729,2014-01-15,48,447.89,-26.78,8.6,"Corporate","Office Supplies","Region 2"
37988,2016-04-04,12,189.19,-56.71,16.06,"Home Office","Office Supplies","Region 2"
38690,2017-01-19,28,697.5,169.89,23.99,"Corporate","Technology","Region 2"
38758,2016-09-23,7,497.2,-219.61,60.98,"Consumer","Office Supplies","Region 2"
39332,2016-10-08,4,198.72,-34.43,40.97,"Consumer","Furniture","Region 2"
39745,2016-05-03,8,955.29,-286.2,115.99,"Corporate","Technology","Region 2"
40134,2016-10-08,10,109.37,-21.66,10.89,"Small Business","Office Supplies","Region 2"
40134,2016-10-08,43,1461.1,674.46,31.78,"Small Business","Technology","Region 2"
40134,2016-10-08,1,9.75,-6.72,4.98,"Small Business","Office Supplies","Region 2"
40164,2015-04-10,8,184.07,75.63,22.98,"Corporate","Furniture","Region 2"
40608,2017-08-19,29,573.97,55.82,18.97,"Corporate","Office Supplies","Region 2"
40608,2017-08-19,39,223.79,-89.88,5.28,"Corporate","Office Supplies","Region 2"
40801,2017-07-01,20,129.16,-56.15,6.48,"Corporate","Office Supplies","Region 2"
40965,2014-11-20,29,843.55,168.76,30.98,"Corporate","Office Supplies","Region 2"
41286,2017-09-16,40,260.96,-96.7,6.48,"Home Office","Office Supplies","Region 2"
41412,2014-09-17,47,263.81,-237.54,5.4,"Consumer","Office Supplies","Region 2"
41569,2015-07-21,16,60.76,5.25,3.7,"Corporate","Furniture","Region 2"
41633,2015-11-09,29,3636.91,-1284.24,122.99,"Corporate","Furniture","Region 2"
42112,2015-12-24,16,2744.361,201.03,195.99,"Corporate","Technology","Region 2"
42177,2017-05-30,49,1201.934,47.42,28.99,"Small Business","Technology","Region 2"
42177,2017-05-30,38,395.84,8.42,9.77,"Small Business","Furniture","Region 2"
42339,2014-02-12,31,206.54,-178.82,6.48,"Consumer","Office Supplies","Region 2"
42342,2014-09-04,25,318.14,49.67,12.28,"Corporate","Office Supplies","Region 2"
42947,2015-08-26,5,177.05,-50.67,35.41,"Home Office","Technology","Region 2"
43079,2014-07-21,40,1184.03,-20.79,30.73,"Home Office","Technology","Region 2"
43140,2014-03-18,23,130.16,-49.53,5.98,"Home Office","Office Supplies","Region 2"
44098,2015-01-27,1,5.06,-2.64,3.14,"Corporate","Office Supplies","Region 2"
44451,2016-09-10,4,103.9,-19.26,22.98,"Home Office","Furniture","Region 7"
45059,2016-02-03,35,1327.59,371.28,37.74,"Consumer","Office Supplies","Region 7"
45059,2016-02-03,39,3401.8,-508.87,95.43,"Consumer","Office Supplies","Region 7"
45155,2016-02-15,44,181.61,-150.26,4.13,"Corporate","Office Supplies","Region 7"
45155,2016-02-15,35,111.55,-54.25,3.14,"Corporate","Office Supplies","Region 7"
45317,2017-03-01,36,1435.95,486.9,39.24,"Small Business","Technology","Region 7"
45317,2017-03-01,28,961.06,361.82,34.23,"Small Business","Furniture","Region 7"
47108,2014-10-15,19,359.68,187.15,18.65,"Consumer","Furniture","Region 7"
47108,2014-10-15,7,131.55,-43.74,17.98,"Consumer","Technology","Region 7"
47108,2014-10-15,26,258.11,9.95,9.99,"Consumer","Office Supplies","Region 7"
47108,2014-10-15,9,1288.515,-382.57,175.99,"Consumer","Technology","Region 7"
47520,2014-10-07,36,277.88,-64.41,7.68,"Consumer","Office Supplies","Region 7"
47520,2014-10-07,13,3939.89,598.24,291.73,"Consumer","Furniture","Region 7"
47520,2014-10-07,47,925.3,257.31,19.98,"Consumer","Office Supplies","Region 7"
47527,2015-09-17,48,12072.9,3064.51,243.98,"Home Office","Furniture","Region 7"
47713,2014-07-03,34,3419.1505,858.58,115.99,"Home Office","Technology","Region 7"
47750,2015-06-15,1,195.04,-149.41,167.27,"Corporate","Office Supplies","Region 7"
48452,2015-10-09,32,1859.01,-588.9,60.98,"Corporate","Furniture","Region 7"
48452,2015-10-09,19,1781.11,51.44,99.99,"Corporate","Technology","Region 7"
48452,2015-10-09,44,185.32,-192.56,4.18,"Corporate","Furniture","Region 7"
48452,2015-10-09,15,73.41,-44.79,4.91,"Corporate","Office Supplies","Region 7"
48452,2015-10-09,28,43.66,5.77,1.48,"Corporate","Office Supplies","Region 7"
49088,2014-09-23,16,130.11,-47.69,8.12,"Consumer","Technology","Region 7"
49088,2014-09-23,15,4012.58,-425.14,279.48,"Consumer","Office Supplies","Region 7"
49088,2014-09-23,31,1295.54,214.23,40.99,"Consumer","Office Supplies","Region 7"
49223,2016-10-01,24,238.25,-83.55,9.38,"Corporate","Office Supplies","Region 7"
49634,2017-03-23,39,403.73,-44.13,10.89,"Consumer","Office Supplies","Region 7"
49634,2017-03-23,3,86.85,-67.22,28.48,"Consumer","Technology","Region 7"
49987,2016-01-19,15,1795.49,-626.04,114.98,"Consumer","Furniture","Region 7"
49987,2016-01-19,4,926.58,-226.51,212.6,"Consumer","Furniture","Region 7"
50208,2016-01-22,4,38.76,-12.13,6.23,"Corporate","Office Supplies","Region 7"
50945,2016-01-07,27,834.0625,192.29,35.99,"Home Office","Technology","Region 7"
51462,2016-06-21,15,417.88,-13.95,28.15,"Small Business","Office Supplies","Region 7"
51494,2016-08-02,42,493.56,12.73,11.99,"Consumer","Technology","Region 7"
52933,2015-08-26,44,210.46,50.04,4.49,"Consumer","Office Supplies","Region 7"
53025,2015-03-17,32,195.57,-132.93,5.98,"Consumer","Office Supplies","Region 7"
53894,2014-07-07,47,691.52,107.02,14.2,"Consumer","Furniture","Region 7"
53894,2014-07-07,37,2756.17,-1561.72,71.37,"Consumer","Furniture","Region 7"
53894,2014-07-07,29,5159.3725,1252.48,200.99,"Consumer","Technology","Region 7"
53953,2014-03-27,36,307.65,91.73,8.95,"Corporate","Office Supplies","Region 7"
54304,2015-02-17,11,558.62,118.32,48.58,"Consumer","Office Supplies","Region 7"
55075,2016-02-01,21,556.45,-124.42,25.98,"Home Office","Furniture","Region 7"
55268,2017-03-17,11,61.46,-47.83,4.89,"Home Office","Technology","Region 7"
55367,2014-01-10,31,2137.1,-686.01,70.98,"Consumer","Furniture","Region 7"
55367,2014-01-10,48,571.17,129.87,11.55,"Consumer","Office Supplies","Region 7"
56321,2015-04-16,24,135.88,-75.39,5.8,"Consumer","Office Supplies","Region 7"
56610,2015-03-07,20,857.95,51.85,43.22,"Consumer","Technology","Region 7"
56740,2017-10-16,33,662.21,256.57,18.84,"Consumer","Furniture","Region 7"
56901,2014-09-11,36,100.68,-45.21,2.6,"Corporate","Office Supplies","Region 7"
57314,2015-10-12,22,846.35,341.53,37.94,"Home Office","Office Supplies","Region 7"
57314,2015-10-12,26,1976.3945,473.36,85.99,"Home Office","Technology","Region 7"
57376,2016-06-18,44,442.72,-168.38,10.52,"Small Business","Furniture","Region 7"
57376,2016-06-18,6,326.893,-223.21,65.99,"Small Business","Technology","Region 7"
57671,2017-11-07,6,22.78,3.96,3.75,"Consumer","Office Supplies","Region 7"
57700,2016-11-11,38,1806.43,134.85,47.98,"Corporate","Technology","Region 7"
58407,2016-05-05,29,1669.88,548.92,55.48,"Corporate","Office Supplies","Region 7"
58593,2016-09-07,29,2018.45,-812.25,70.71,"Corporate","Furniture","Region 7"
58913,2015-05-11,23,144.55,-60.17,6.48,"Corporate","Office Supplies","Region 7"
229,2015-12-28,43,586.11,98.44,12.64,"Consumer","Furniture","Region 7"
706,2016-09-07,42,75.14,0.82,1.76,"Consumer","Office Supplies","Region 7"
1285,2017-05-31,27,3874.12,-305.98,130.98,"Corporate","Furniture","Region 7"
1285,2017-05-31,8,1452.216,-277.29,218.75,"Corporate","Furniture","Region 7"
1313,2014-09-12,34,840.07,-83.75,22.84,"Home Office","Office Supplies","Region 7"
1346,2017-06-17,48,4789.89,421.15,100.98,"Corporate","Furniture","Region 7"
1699,2015-12-29,40,430.88,39,11.09,"Corporate","Office Supplies","Region 7"
2208,2016-04-29,7,82.06,-26.99,11.5,"Home Office","Office Supplies","Region 7"
2208,2016-04-29,41,23281.05,9097.65,599.99,"Home Office","Technology","Region 7"
3361,2017-08-22,49,213.71,-208.02,4.28,"Corporate","Office Supplies","Region 7"
3361,2017-08-22,23,133.66,-5.6,5.85,"Corporate","Office Supplies","Region 7"
3393,2016-07-02,7,127.74,-5.57,15.98,"Consumer","Technology","Region 7"
3393,2016-07-02,33,325.92,-36.47,9.48,"Consumer","Furniture","Region 7"
4579,2016-11-29,40,1765.05,749.22,43.41,"Small Business","Office Supplies","Region 7"
5061,2015-08-13,4,12.8,-2.21,2.88,"Corporate","Office Supplies","Region 7"
5092,2016-10-28,3,709.04,-337.92,220.98,"Consumer","Furniture","Region 7"
5092,2016-10-28,25,978.77,220.91,38.76,"Consumer","Office Supplies","Region 7"
5511,2014-11-28,46,129.44,-5.54,2.58,"Corporate","Office Supplies","Region 7"
5511,2014-11-28,32,1829.387,482.45,65.99,"Corporate","Technology","Region 7"
5799,2016-08-01,34,9626.86,1882.2,294.62,"Small Business","Office Supplies","Region 7"
5890,2017-11-03,42,813.535,435.95,20.99,"Consumer","Technology","Region 7"
6596,2016-07-20,36,18028.07,8157.7,500.98,"Corporate","Technology","Region 7"
7015,2015-10-12,47,1880.8,775.88,40.98,"Home Office","Technology","Region 7"
7015,2015-10-12,42,7143.927,2374.73,195.99,"Home Office","Technology","Region 7"
7106,2017-05-10,8,118.98,-12.77,14.27,"Home Office","Office Supplies","Region 7"
7106,2017-05-10,31,4910.09,1669.38,159.99,"Home Office","Technology","Region 7"
7106,2017-05-10,36,1058.45,-386.02,27.75,"Home Office","Office Supplies","Region 7"
8007,2017-02-10,5,820.5645,-800.25,205.99,"Corporate","Technology","Region 7"
8257,2014-03-22,5,7486.09,-2561.32,1500.97,"Consumer","Technology","Region 7"
8257,2014-03-22,18,881.32,373.67,48.04,"Consumer","Office Supplies","Region 7"
8257,2014-03-22,5,22.77,-6.2,4.28,"Consumer","Office Supplies","Region 7"
8773,2016-10-21,5,220.7875,-305.32,55.99,"Home Office","Technology","Region 7"
9057,2014-11-04,20,160.29,1.35,7.59,"Home Office","Furniture","Region 7"
9285,2014-01-02,3,124.81,-11.94,40.98,"Consumer","Office Supplies","Region 7"
9861,2017-10-28,47,706.68,6.6,15.94,"Corporate","Office Supplies","Region 7"
9922,2016-04-02,24,6408.3,539.54,280.98,"Consumer","Furniture","Region 7"
10593,2017-02-11,27,435.27,-147.51,15.98,"Home Office","Technology","Region 7"
10593,2017-02-11,26,723.82,-40.98,27.42,"Home Office","Furniture","Region 7"
11969,2017-01-18,16,1684.96,-553.06,110.98,"Consumer","Office Supplies","Region 7"
11969,2017-01-18,9,1662.048,-471.26,212.6,"Consumer","Furniture","Region 7"
11969,2017-01-18,42,11460.76,4264.82,349.45,"Consumer","Furniture","Region 7"
12228,2014-06-25,1,159.51,-103.63,130.98,"Corporate","Furniture","Region 7"
12228,2014-06-25,30,5015.051,1090.43,200.99,"Corporate","Technology","Region 7"
12355,2016-05-27,45,168.66,-167.06,3.95,"Corporate","Office Supplies","Region 7"
12389,2014-08-04,34,2560.59,670.96,80.98,"Corporate","Technology","Region 7"
12389,2014-08-04,16,189.04,-74.77,11.35,"Corporate","Office Supplies","Region 7"
12710,2015-08-17,37,2116.62,745.45,55.98,"Small Business","Office Supplies","Region 7"
13636,2014-01-22,32,28180.08,7513.88,880.98,"Home Office","Furniture","Region 7"
14338,2015-01-31,34,6580.16,2786.35,200.97,"Small Business","Technology","Region 7"
15878,2015-11-04,36,275.06,-237.87,7.28,"Corporate","Office Supplies","Region 7"
16133,2014-09-25,1,27.96,-9.13,14.89,"Small Business","Furniture","Region 7"
16612,2014-02-13,45,3699.22,565.18,80.97,"Home Office","Technology","Region 7"
16612,2014-02-13,6,48.93,-38.72,6.48,"Home Office","Office Supplies","Region 7"
16967,2016-08-18,5,397.55,-152.47,83.1,"Corporate","Technology","Region 7"
16967,2016-08-18,34,676.26,181.98,19.98,"Corporate","Office Supplies","Region 7"
18432,2016-03-11,42,451.32,1.16,10.64,"Corporate","Furniture","Region 7"
18432,2016-03-11,15,217.66,-24.91,14.42,"Corporate","Office Supplies","Region 7"
18432,2016-03-11,5,1374.67,-126.34,279.81,"Corporate","Office Supplies","Region 7"
18432,2016-03-11,12,76.42,20.44,5.84,"Corporate","Office Supplies","Region 7"
18464,2017-03-28,27,4891.86,253.14,180.98,"Small Business","Office Supplies","Region 7"
18464,2017-03-28,37,6039.1,-345.92,150.98,"Small Business","Furniture","Region 7"
18464,2017-03-28,31,206.49,80.07,6.45,"Small Business","Office Supplies","Region 7"
18464,2017-03-28,41,80.54,-18.72,1.89,"Small Business","Office Supplies","Region 7"
18754,2014-09-25,8,1217.62,-221.5,140.98,"Small Business","Furniture","Region 7"
18754,2014-09-25,32,1725.0325,206.35,65.99,"Small Business","Technology","Region 7"
19905,2017-08-12,20,82.97,32.5,4.13,"Home Office","Office Supplies","Region 7"
19905,2017-08-12,25,13701.35,-3687.65,550.98,"Home Office","Furniture","Region 7"
20256,2017-01-30,24,512.83,-221.56,20.89,"Small Business","Office Supplies","Region 7"
20386,2015-02-27,35,41.23,-21.51,1.26,"Corporate","Office Supplies","Region 7"
20642,2017-05-19,32,135.2,59.4,4.13,"Consumer","Office Supplies","Region 7"
21379,2016-01-14,35,5428.49,-1046.78,150.89,"Corporate","Furniture","Region 7"
22053,2015-08-21,32,563.08,112.97,18.99,"Corporate","Office Supplies","Region 7"
22368,2015-02-19,5,192.12,-74.85,39.24,"Consumer","Technology","Region 7"
22368,2015-02-19,33,3917.61,40.76,119.99,"Consumer","Technology","Region 7"
22368,2015-02-19,34,2788.04,-849.18,80.98,"Consumer","Office Supplies","Region 7"
22947,2014-12-18,19,216.25,58.84,12.22,"Consumer","Furniture","Region 7"
24039,2017-07-17,5,199.16,-64.87,40.98,"Corporate","Technology","Region 7"
25347,2014-06-12,28,967.27,309.31,35.44,"Corporate","Office Supplies","Region 7"
25825,2017-07-19,45,483.74,206.27,10.31,"Corporate","Office Supplies","Region 7"
25825,2017-07-19,27,159.65,-1.79,5.85,"Corporate","Office Supplies","Region 7"
26304,2016-03-18,43,7452.137,2028.36,205.99,"Corporate","Technology","Region 7"
26726,2017-12-27,37,173.11,-121.58,4.37,"Small Business","Office Supplies","Region 7"
26726,2017-12-27,11,86.68,-474.91,3.48,"Small Business","Office Supplies","Region 7"
26726,2017-12-27,41,833.51,364.99,20.98,"Small Business","Office Supplies","Region 7"
27266,2016-09-07,9,1031.06,39.36,115.79,"Corporate","Technology","Region 7"
27396,2015-12-08,14,138.31,-31.16,9.77,"Corporate","Furniture","Region 2"
28480,2014-03-15,17,30.62,-1.56,1.76,"Corporate","Office Supplies","Region 2"
29158,2016-10-19,12,2266.7,180.8,200.98,"Home Office","Furniture","Region 2"
29409,2016-01-13,23,38.99,-33.52,1.7,"Home Office","Technology","Region 2"
29956,2014-08-14,48,80.33,-12.95,1.82,"Consumer","Office Supplies","Region 2"
30341,2014-01-31,42,6244.18,470.3,160.98,"Home Office","Furniture","Region 2"
30341,2014-01-31,41,239.75,105.91,6.3,"Home Office","Office Supplies","Region 2"
30341,2014-01-31,30,150.2,62.46,4.98,"Home Office","Office Supplies","Region 2"
30467,2014-08-15,5,2019.65,289.88,420.98,"Consumer","Office Supplies","Region 2"
30785,2014-07-03,7,55.81,-35.04,6.48,"Home Office","Office Supplies","Region 2"
30785,2014-07-03,38,373.07,149.53,9.93,"Home Office","Office Supplies","Region 2"
31171,2014-04-08,37,161.02,32.19,4.55,"Home Office","Office Supplies","Region 2"
31297,2017-08-18,39,679.95,-93.3,17.99,"Corporate","Office Supplies","Region 2"
31297,2017-08-18,44,1579.56,699.64,35.44,"Corporate","Office Supplies","Region 2"
31553,2014-01-10,32,4906.85,1907.94,162.93,"Corporate","Office Supplies","Region 2"
32706,2014-07-04,5,2017.5,-663.51,399.98,"Home Office","Technology","Region 2"
33122,2015-06-19,21,8468.63,2819.96,400.97,"Small Business","Technology","Region 2"
33570,2017-12-16,46,265.88,-90.9,5.74,"Corporate","Office Supplies","Region 2"
33570,2017-12-16,1,1500.82,-3381.99,1500.97,"Corporate","Technology","Region 2"
33570,2017-12-16,19,3093.864,286.4,205.99,"Corporate","Technology","Region 2"
33893,2017-09-20,6,232.21,-14.03,35.89,"Consumer","Office Supplies","Region 2"
33893,2017-09-20,16,88.3,-12.14,5.85,"Consumer","Office Supplies","Region 2"
34599,2015-03-03,26,191.55,7.17,7.7,"Small Business","Furniture","Region 2"
34599,2015-03-03,29,938.86,22.21,30.98,"Small Business","Office Supplies","Region 2"
34787,2015-02-28,14,453.99,14.61,30.98,"Corporate","Office Supplies","Region 2"
34791,2016-05-06,37,284.58,33.81,7.59,"Home Office","Furniture","Region 2"
34791,2016-05-06,9,1010.26,271.5,104.85,"Home Office","Office Supplies","Region 2"
34822,2017-07-10,23,990.5,323.73,43.98,"Consumer","Technology","Region 2"
34853,2016-09-28,49,651.9,-74.51,13.73,"Small Business","Furniture","Region 2"
36099,2015-09-17,32,85.49,5.72,2.88,"Home Office","Office Supplies","Region 2"
36099,2015-09-17,15,926.3,-503.8,64.65,"Home Office","Office Supplies","Region 2"
36359,2016-11-22,2,68.66,-29.6,30.98,"Corporate","Office Supplies","Region 2"
36901,2017-09-13,30,201.09,-56.22,6.68,"Corporate","Office Supplies","Region 2"
37412,2017-08-03,17,191.67,6.02,10.98,"Consumer","Office Supplies","Region 2"
38625,2015-11-17,28,2752,336.47,99.99,"Corporate","Technology","Region 2"
38625,2015-11-17,12,72.82,5.03,5.98,"Corporate","Office Supplies","Region 2"
38656,2017-08-10,13,64.46,25.16,4.91,"Consumer","Office Supplies","Region 2"
38784,2016-02-03,50,298.12,137.67,6.3,"Home Office","Office Supplies","Region 2"
39527,2016-04-16,29,213.35,63.78,6.88,"Corporate","Office Supplies","Region 2"
39845,2014-09-06,44,447.42,41.3,9.99,"Home Office","Office Supplies","Region 2"
39877,2017-08-16,41,90.88,8.06,2.18,"Home Office","Office Supplies","Region 2"
40259,2015-10-12,4,29.05,-20.9,4.98,"Corporate","Technology","Region 2"
41217,2016-07-12,23,1314.64,575.38,55.48,"Consumer","Office Supplies","Region 2"
41927,2017-07-13,46,2332.23,1085.93,48.04,"Home Office","Office Supplies","Region 2"
41988,2014-02-04,33,4610.35,751.58,145.45,"Home Office","Technology","Region 2"
41988,2014-02-04,18,610.07,-157.56,33.94,"Home Office","Furniture","Region 2"
41988,2014-02-04,14,181.49,-29.54,13.43,"Home Office","Office Supplies","Region 2"
42692,2016-12-19,41,248.86,-168.67,5.98,"Small Business","Office Supplies","Region 2"
42692,2016-12-19,42,278.01,-202.31,6.48,"Small Business","Office Supplies","Region 2"
44450,2015-10-09,14,243.23,35.33,17.48,"Corporate","Technology","Region 2"
44450,2015-10-09,24,1326.51,58.17,65.99,"Corporate","Technology","Region 2"
44610,2016-03-09,31,127.9,54.21,4.13,"Consumer","Office Supplies","Region 2"
44999,2015-01-22,17,110.74,-70.31,6.48,"Small Business","Office Supplies","Region 2"
45248,2016-04-15,38,154.85,-136.55,3.95,"Corporate","Office Supplies","Region 3"
45248,2016-04-15,32,4941.7725,704.89,195.99,"Corporate","Technology","Region 3"
45249,2015-11-27,24,1155.5835,-127,55.99,"Small Business","Technology","Region 3"
46375,2015-08-26,24,905.32,389.07,35.44,"Home Office","Office Supplies","Region 3"
46375,2015-08-26,16,1702.499,162.11,125.99,"Home Office","Technology","Region 3"
46885,2016-06-06,27,632.55,165.35,22.72,"Corporate","Furniture","Region 3"
46885,2016-06-06,48,90.96,-30.11,1.81,"Corporate","Office Supplies","Region 3"
46885,2016-06-06,32,1997.13,720.45,63.94,"Corporate","Furniture","Region 3"
46948,2015-05-20,10,64.13,-28.97,6.54,"Corporate","Office Supplies","Region 3"
47267,2015-12-29,24,492.71,67.01,19.98,"Corporate","Office Supplies","Region 3"
47267,2015-12-29,14,1042.06,-931.25,70.89,"Corporate","Furniture","Region 3"
47333,2016-09-06,16,760.2485,29.8,55.99,"Home Office","Technology","Region 3"
48167,2014-09-06,43,5041.46,-2136.66,122.99,"Corporate","Furniture","Region 3"
48167,2014-09-06,45,282.98,-237.47,6.48,"Corporate","Office Supplies","Region 3"
48167,2014-09-06,27,8817.71,-2946.05,349.45,"Corporate","Furniture","Region 3"
48230,2014-02-25,39,1140.26,387.2,29.18,"Corporate","Furniture","Region 3"
48230,2014-02-25,31,2645.8,-684.78,80.98,"Corporate","Office Supplies","Region 3"
48480,2015-01-02,32,11103.75,-522.59,370.98,"Corporate","Office Supplies","Region 3"
48614,2017-05-31,46,7965.9025,2311.96,195.99,"Corporate","Technology","Region 3"
48772,2014-05-12,44,3202.25,991.26,78.69,"Small Business","Furniture","Region 3"
48772,2014-05-12,11,81.25,-44.54,6.48,"Small Business","Office Supplies","Region 3"
48772,2014-05-12,18,57.17,-24.03,3.28,"Small Business","Office Supplies","Region 3"
48772,2014-05-12,12,41.97,-37.03,3.28,"Small Business","Office Supplies","Region 3"
48772,2014-05-12,10,35.64,-0.71,3.58,"Small Business","Office Supplies","Region 3"
48800,2015-10-22,8,28761.52,285.11,3499.99,"Home Office","Technology","Region 3"
48931,2014-06-17,33,750.66,120.05,20.95,"Corporate","Technology","Region 3"
48931,2014-06-17,8,254.32,-117.39,30.98,"Corporate","Technology","Region 3"
